0	0	0.83
0.1	0	77.2793
0.2	0	212.927
0.3	0	165.121
0.4	0	361.296
0.5	0	252.367
0.6	0	281.143
0.7	0	365.966
0.8	0	32.1027
0.9	0	349.535
1	0	-129.358
1.1	0	49.6129
1.2	0	-56.2671
1.3	0	-402.579
1.4	0	81.1619
1.5	0	-616.219
1.6	0	-9.52687
1.7	0	-336.523
1.8	0	-336.42
1.9	0	216.857
2	0	-516.037
2.1	0	515.681
2.2	0	-177.659
2.3	0	286.043
2.4	0	535.182
2.5	0	-151.514
2.6	0	986.97
2.7	0	-208.57
2.8	0	679.539
2.9	0	280.037
3	0	-157.125
3.1	0	785.771
3.2	0	-716.665
3.3	0	623.276
3.4	0	-440.228
3.5	0	-233.231
3.6	0	351.588
3.7	0	-986.513
3.8	0	762.045
3.9	0	-793.103
4	0	302.306
0	0.1	239.108
0.1	0.1	315.558
0.2	0.1	451.206
0.3	0.1	403.399
0.4	0.1	599.575
0.5	0.1	490.645
0.6	0.1	519.422
0.7	0.1	604.244
0.8	0.1	270.381
0.9	0.1	587.814
1	0.1	108.92
1.1	0.1	287.891
1.2	0.1	182.011
1.3	0.1	-164.301
1.4	0.1	319.44
1.5	0.1	-377.94
1.6	0.1	228.752
1.7	0.1	-98.245
1.8	0.1	-98.1414
1.9	0.1	455.136
2	0.1	-277.759
2.1	0.1	753.959
2.2	0.1	60.6198
2.3	0.1	524.322
2.4	0.1	773.461
2.5	0.1	86.7649
2.6	0.1	1225.25
2.7	0.1	29.7085
2.8	0.1	917.817
2.9	0.1	518.315
3	0.1	81.1531
3.1	0.1	1024.05
3.2	0.1	-478.387
3.3	0.1	861.554
3.4	0.1	-201.95
3.5	0.1	5.047
3.6	0.1	589.866
3.7	0.1	-748.234
3.8	0.1	1000.32
3.9	0.1	-554.825
4	0.1	540.585
0	0.2	423.891
0.1	0.2	500.341
0.2	0.2	635.989
0.3	0.2	588.182
0.4	0.2	784.358
0.5	0.2	675.428
0.6	0.2	704.205
0.7	0.2	789.027
0.8	0.2	455.164
0.9	0.2	772.597
1	0.2	293.703
1.1	0.2	472.674
1.2	0.2	366.794
1.3	0.2	20.4823
1.4	0.2	504.223
1.5	0.2	-193.157
1.6	0.2	413.535
1.7	0.2	86.5379
1.8	0.2	86.6415
1.9	0.2	639.918
2	0.2	-92.9759
2.1	0.2	938.742
2.2	0.2	245.403
2.3	0.2	709.105
2.4	0.2	958.243
2.5	0.2	271.548
2.6	0.2	1410.03
2.7	0.2	214.491
2.8	0.2	1102.6
2.9	0.2	703.098
3	0.2	265.936
3.1	0.2	1208.83
3.2	0.2	-293.604
3.3	0.2	1046.34
3.4	0.2	-17.1669
3.5	0.2	189.83
3.6	0.2	774.649
3.7	0.2	-563.451
3.8	0.2	1185.11
3.9	0.2	-370.042
4	0.2	725.368
0	0.3	507.239
0.1	0.3	583.688
0.2	0.3	719.336
0.3	0.3	671.529
0.4	0.3	867.705
0.5	0.3	758.775
0.6	0.3	787.552
0.7	0.3	872.375
0.8	0.3	538.511
0.9	0.3	855.944
1	0.3	377.051
1.1	0.3	556.022
1.2	0.3	450.142
1.3	0.3	103.83
1.4	0.3	587.571
1.5	0.3	-109.81
1.6	0.3	496.882
1.7	0.3	169.885
1.8	0.3	169.989
1.9	0.3	723.266
2	0.3	-9.62862
2.1	0.3	1022.09
2.2	0.3	328.75
2.3	0.3	792.452
2.4	0.3	1041.59
2.5	0.3	354.895
2.6	0.3	1493.38
2.7	0.3	297.839
2.8	0.3	1185.95
2.9	0.3	786.445
3	0.3	349.283
3.1	0.3	1292.18
3.2	0.3	-210.257
3.3	0.3	1129.68
3.4	0.3	66.1804
3.5	0.3	273.177
3.6	0.3	857.997
3.7	0.3	-480.104
3.8	0.3	1268.45
3.9	0.3	-286.695
4	0.3	808.715
0	0.4	429.286
0.1	0.4	505.736
0.2	0.4	641.384
0.3	0.4	593.577
0.4	0.4	789.752
0.5	0.4	680.823
0.6	0.4	709.6
0.7	0.4	794.422
0.8	0.4	460.559
0.9	0.4	777.991
1	0.4	299.098
1.1	0.4	478.069
1.2	0.4	372.189
1.3	0.4	25.8773
1.4	0.4	509.618
1.5	0.4	-187.762
1.6	0.4	418.929
1.7	0.4	91.9329
1.8	0.4	92.0365
1.9	0.4	645.313
2	0.4	-87.581
2.1	0.4	944.137
2.2	0.4	250.798
2.3	0.4	714.499
2.4	0.4	963.638
2.5	0.4	276.943
2.6	0.4	1415.43
2.7	0.4	219.886
2.8	0.4	1108
2.9	0.4	708.493
3	0.4	271.331
3.1	0.4	1214.23
3.2	0.4	-288.209
3.3	0.4	1051.73
3.4	0.4	-11.7719
3.5	0.4	195.225
3.6	0.4	780.044
3.7	0.4	-558.056
3.8	0.4	1190.5
3.9	0.4	-364.647
4	0.4	730.763
0	0.5	350.333
0.1	0.5	426.782
0.2	0.5	562.43
